exposure_id	user_id	gender	origin	split	click	p_complete	p_engage	p_continue	p_click
string	string	discrete	discrete	discrete	0 1	continuous	continuous	continuous	continuous
meta	meta	meta	meta	meta	class				
f72cb318-db56-5cb0-80e1-60c74e5b0da8	demo-user-41	woman	simulated	test	0	0.53267502784729	0.20884758234024048	0.49687278270721436	0.20111683011054993
8607b5bb-8bb8-5320-902f-a0a3a2e36f12	demo-user-41	woman	simulated	test	0	0.4587166905403137	0.15729288756847382	0.4534226357936859	0.1516052931547165
33a1b3a9-d840-50ff-8365-cbb6daab8553	demo-user-42	other	simulated	test	1	0.5424150228500366	0.21094641089439392	0.44334253668785095	0.1777481734752655
32dc4a5e-5454-5871-afec-02dc062aa160	demo-user-42	other	simulated	test	0	0.5500216484069824	0.1957203596830368	0.4441550076007843	0.17250725626945496
a9a73aba-304b-5250-bcea-431a7a490be1	demo-user-43	prefer_not_to_say	simulated	test	0	0.4992583096027374	0.18387305736541748	0.4450639486312866	0.17066553235054016
13b8706b-b2f6-5760-817d-fb3c2f36ad66	demo-user-43	prefer_not_to_say	simulated	test	0	0.47874969244003296	0.20334430038928986	0.44896525144577026	0.1992592066526413
79b52cad-93e1-5a21-9495-2e276e6a9c95	demo-user-44	unspecified	simulated	test	0	0.5700510740280151	0.22191627323627472	0.4460899829864502	0.20238278806209564
99e8a4e3-28a6-5241-bb49-e5ef1252f8d2	demo-user-44	unspecified	simulated	test	0	0.546635091304779	0.24502839148044586	0.46430471539497375	0.2310589998960495
cd9e5408-020b-5e33-b624-2ceab5225d72	demo-user-45	man	simulated	test	1	0.4310722053050995	0.13137270510196686	0.4410826563835144	0.11114992946386337
fae9e046-2ee4-5eea-9812-1a31a09a3377	demo-user-45	man	simulated	test	0	0.4423658847808838	0.13869401812553406	0.44621390104293823	0.1387363076210022
2cd68b7a-1ada-5357-8bf3-96f551134790	demo-user-46	woman	simulated	test	0	0.45556578040122986	0.20436452329158783	0.44383150339126587	0.205468088388443
78aba7a9-3cfc-5a3f-beac-f469effd1816	demo-user-46	woman	simulated	test	0	0.4466990530490875	0.1505327671766281	0.4379642605781555	0.12309008836746216
801740f0-a4db-5d2f-a124-c8d9a6494339	demo-user-48	prefer_not_to_say	simulated	test	0	0.46107208728790283	0.2077006697654724	0.4437909722328186	0.2084641009569168
e5b29151-f02d-514a-8dd9-497ae4a06ca3	demo-user-48	prefer_not_to_say	simulated	test	1	0.45897671580314636	0.14924024045467377	0.4475592374801636	0.13835936784744263
4d4bc992-be11-5675-8ae7-99526e508acd	demo-user-49	unspecified	simulated	test	0	0.5183247923851013	0.23307308554649353	0.45221081376075745	0.222866028547287
5eaa0822-1ccf-525f-93ac-bf4222463cf5	demo-user-49	unspecified	simulated	test	0	0.4138171374797821	0.14445368945598602	0.44776836037635803	0.14464804530143738
4bf73ee4-a8df-5e05-8ec8-6ca823c4b3fe	demo-user-50	man	simulated	test	1	0.4271397888660431	0.1594821810722351	0.4573453962802887	0.18586775660514832
d3cbd48d-c8ce-55a2-8af2-d4f4276dfcf2	demo-user-50	man	simulated	test	0	0.40730175375938416	0.13781294226646423	0.4552311897277832	0.16772031784057617
337bebdf-4a95-5872-9662-3fec1920f483	demo-user-51	woman	simulated	test	0	0.4178902208805084	0.12803710997104645	0.4412262737751007	0.1070195659995079
743b3df1-1c34-5eff-b843-507800ae9815	demo-user-51	woman	simulated	test	0	0.3985919952392578	0.10816634446382523	0.44462233781814575	0.09313782304525375
